BAscore,abv,beer_img,beer_name,brewery,desc,num_reviews,ranking
3.46,4.70,https://cdn.beeradvocate.com/im/beers/57402.jpg,Grain Belt Nordeast,August Schell Brewing Company,Grain Belt Nordeast is an American Amber lager and is the newest member to the Grain Belt Family. It has a light maltiness and hop aroma with a mild bitterness. Smooth taste with an excellent drinkability.,107,42706
2.87,4.90,https://cdn.beeradvocate.com/im/beers/2544.jpg,ZiegenBock Amber,Anheuser-Busch,"Brewed in Houston, ZiegenBock is a beer of the South. Only available in Texas, this American-style amber lager, offers notes of roasted grains in the aroma and a sweet, smooth taste with a hop finish. The select imported hops and specialty malts create a taste worthy of a 2006 Great American Beer Festival Bronze Medal.",149,47145
3.65,5.50,https://cdn.beeradvocate.com/im/beers/37142.jpg,Coney Island Lager,Coney Island Brewing Company,"A beer inspired by The Playground of the World. Classically brewed to pair perfectly with whatever amuses you.Coney Island Lager is a dry-hopped, classic American lager, melding a complex malty backbone with expressive hop notes for a refreshingly balanced experience.Malts: 2-Row Brewer’s Malt, Maris Otter, Flaked Barley, Malted Wheat, Munich Malt, Vienna Malt, CaramunichHops: Warrior, Cascade, Tettnang, Saaz",258,35150
2.59,4.00,https://cdn.beeradvocate.com/im/beers/34257.jpg,Redbridge,Anheuser-Busch,"Rich, hearty and full-bodied gluten-free lager brewed from sorghum. Redbridge has a distinctively fruity hop aroma, a sweet toasted grain flavor and a well-balanced, moderately hopped finish.",224,47573
3.47,5.00,https://cdn.beeradvocate.com/im/beers/54155.jpg,Barking Squirrel Lager,Hop City Brewing Co.,"Barking Squirrel is a 5% ABV amber lager with a distinct rich burnt orange colour and subtle noble hop aroma. Its medium body, pleasant hop bitterness and caramel malt sweetness makes it smooth and drinkable with a slight hop aftertaste.",141,42497
3.39,5.10,https://cdn.beeradvocate.com/im/beers/54540.jpg,Vinyl,Magic Hat Brewing Company,"Vinyl sails in on her shining wings as the spinning sun returns. She is the season-shifter, bursting from her cocoon to sing the ancient song of vernal yearning and to summon spring's sweet green return... Her metamorphosis becomes our own. Her thirsts are shared by all. Drink in her mysterious elixir as the revolution blooms again...",270,44070
3.8,5.68,https://cdn.beeradvocate.com/im/beers/2219.jpg,Riverwest Stein Beer,"Lakefront Brewery, Inc.",None provided.,283,23672
3.33,5.70,https://cdn.beeradvocate.com/im/beers/111476.jpg,Dream Machine IPL India Style Pale Lager,Magic Hat Brewing Company,"Dream Machine, an India Pale Lager or IPL, is a melding of varied visions of an India Pale Ale and an Amber Lager. Once poured, its light copper color delights the eyes and a citrusy hop aroma flows through the nose. Upon first sip, a smooth hop bitterness reveals itself – fresh, bold and slightly spicy – before subtle hints of mild maltiness appear. A big hop bite and a crisp, clean lager finish combine for a beautifully balanced beer. Take Dream Machine for a spin and let your reverie begin.",90,44890
3,5.30,https://cdn.beeradvocate.com/im/beers/87749.jpg,Third Shift Amber Lager,Coors Brewing Company (Molson-Coors),None provided.,203,46826
3.12,4.50,https://cdn.beeradvocate.com/im/beers/832.jpg,Original Honey Brown Extra Rich Lager (Beer Brewed With Honey),Genesee Brewing Co. / Dundee Brewing Co.,None provided.,690,46371
3.54,5.50,https://cdn.beeradvocate.com/im/beers/2318.jpg,Toasted Lager,Blue Point Brewing Company,"Our flagship and most popular brew, Toasted Lager is the best American amber Lager you’ll ever taste.To back up that claim, we use six different grains to perfect a balanced flavor of malt and hops, and a special proprietary lager yeast to give Toasted Lager an exceptional, long-lasting smooth finish that’s meant to be enjoyed year-round. Pairs perfectly with fresh seafood...or any food for that matter.",522,40697
3.04,4.90,https://cdn.beeradvocate.com/im/beers/909.jpg,George Killian's Irish Red,Coors Brewing Company (Molson-Coors),None provided.,860,46702
3.72,5.20,https://cdn.beeradvocate.com/im/beers/148.jpg,Lager,Brooklyn Brewery,"In the late 1800’s Brooklyn was one of the largest brewing centers in the country, home to more than 45 breweries. Lager beer in the “Vienna” style was one of the local favorites. Brooklyn Lager is amber-gold in color and displays a firm malt center supported by a refreshing bitterness and floral hop aroma. Caramel malts show in the finish. The aromatic qualities of the beer are enhanced by “dry-hopping”, the centuries-old practice of steeping the beer with fresh hops as it undergoes a long, cold maturation. The result is a wonderfully flavorful beer, smooth, refreshing and very versatile with food. Dry-hopping is largely a British technique, which we’ve used in a Viennese-style beer to create an American original.",1287,30375
3.41,4.50,https://cdn.beeradvocate.com/im/beers/1351.jpg,Yuengling Traditional Lager,Yuengling Brewery,None provided.,1793,43830
4.01,5.00,,Bones Shirt,Suarez Family Brewery,None provided.,7,10887
3.21,5.20,https://cdn.beeradvocate.com/im/beers/85171.jpg,Fix Dark,Hellenic Breweries Of Atalanti S.A.,None provided.,16,45208
2.79,2.50,https://cdn.beeradvocate.com/im/beers/4087.jpg,Heineken Oud Bruin,Heineken Nederland B.V.,"Doesn't fit to Flanders Oud Bruin beer style category. Fits to Oud Bruin from Netherlands. It means uncomplicated in aroma and taste, low alcohol (usually 2,5% to 3,5% by ABV), semi-dark (amber) to dark lager with dominant sweetness.Micheal Jackson translates Oud Bruin from Netherlands like Old Brown Lager.",26,47007
3.7,7.00,https://cdn.beeradvocate.com/im/beers/116077.jpg,3 Best Friends,Sudwerk Brewing Company,"3 Best Friends incorporates Madagascar vanilla, cacao nibs, and Honduran coffee. It's the black sheep of the bunch-in a delicious, well-lagered fashion.",11,31043
3.38,5.90,https://cdn.beeradvocate.com/im/beers/97943.jpg,Nightfall Lager,Pecatonica Beer Company,None provided.,9,43310
3.19,5.50,https://cdn.beeradvocate.com/im/beers/89545.jpg,Asahi Dry Black,Asahi Breweries Ltd,None provided.,17,45486
3.25,4.50,https://cdn.beeradvocate.com/im/beers/27684.jpg,Dark 266,Cameron's Brewing Co.,Cameron’s Dark 266 is a rare breed of beer that was originally brewed as a one-off draught for one of our specialty beer bars. The demand for an encore was so persistent that that we had to bottle it and share it with everyone. Specialty imported hops and dark malts result in a chestnut coloured lager with a wonderful lacy head. Taste the deliciousness of a North American Lager with the complexity of a German Schwarzbier.,34,45017
3.77,9.30,https://cdn.beeradvocate.com/im/beers/101387.jpg,Goatman,Lakewood Brewing Company,"The legend returns! Beware the Goatman of White Rock Lake, a territorial terror who doesn't like anybody loitering in his neck of the woods. In honor of this hairy and horned hybrid, we present a dark and unique brew as bitter as his attitude.Big and bold, this melding of a West Coast Black IPA and a German Schwarzbier has a sticky, dank bite, balanced by a smooth, roasted malt body. It's enough to curl your toes – or maybe your hooves.",4,26425
4.08,6.50,https://cdn.beeradvocate.com/im/beers/231344.jpg,First Call,Modist Brewing Co.,None provided.,18,7284
3.58,4.80,https://cdn.beeradvocate.com/im/beers/14874.jpg,Primator Dark Lager,Pivovar Náchod a.s.,None provided.,30,37907
3.64,5.00,https://cdn.beeradvocate.com/im/beers/149452.jpg,Sapporo Premium Black Beer,Sapporo Breweries Ltd.,None provided.,25,34856
3.41,4.50,https://cdn.beeradvocate.com/im/beers/9395.jpg,Lev Black Lion,Měšťanský pivovar Havlíčkův Brod,None provided.,47,42920
3.46,4.80,https://cdn.beeradvocate.com/im/beers/14167.jpg,Staropramen Granat Beer,Pivovary Staropramen,None provided.,25,41863
3.08,5.00,https://cdn.beeradvocate.com/im/beers/11175.jpg,Big Rock Honey Brown Lager,Big Rock Brewery,"Sweet and honey/molasses flavour, slightly hopped with fuller mouth feel.",34,46140
3.33,6.20,https://cdn.beeradvocate.com/im/beers/7078.jpg,Bohemia,Sociedade Central de Cervejas,None provided.,30,44226
3.5,5.00,https://cdn.beeradvocate.com/im/beers/11490.jpg,Yebisu Black Beer,Sapporo Breweries Ltd.,None provided.,31,40943
4.26,4.60,https://cdn.beeradvocate.com/im/beers/6614.jpg,U Fleku Dark Lager,U Fleků Pivovar a Restaurace,None provided.,33,2339
3.31,5.30,https://cdn.beeradvocate.com/im/beers/35035.jpg,Obolon Oksamytove (Deep Velvet),Obolon Brewery,None provided.,50,44527
3.13,4.10,https://cdn.beeradvocate.com/im/beers/6187.jpg,Sagres Cerveja Preta (Dark),Sociedade Central de Cervejas,None provided.,35,45934
3.35,5.00,https://cdn.beeradvocate.com/im/beers/10237.jpg,DAB Dark Beer,Dortmunder Actien Brauerei / DAB,None provided.,41,44068
3.96,4.00,https://cdn.beeradvocate.com/im/beers/76132.jpg,Black Lager (Černé Pivo),Notch Brewing,None provided.,21,12543
3.11,5.00,https://cdn.beeradvocate.com/im/beers/37864.jpg,Super Bock Stout,Unicer União Cervejeira S.A.,None provided.,34,46077
3.62,4.40,https://cdn.beeradvocate.com/im/beers/8689.jpg,Staropramen Černý,Pivovary Staropramen,None provided.,35,36269
2.85,4.60,https://cdn.beeradvocate.com/im/beers/11961.jpg,Faxe Amber,Royal Unibrew A/S,None provided.,55,47020
3.77,5.00,https://cdn.beeradvocate.com/im/beers/371501.jpg,S'more Chocolate & Marshmallow Ale,Spoetzl Brewery / Shiner,"You'll be sure to tell better campfire stories with our latest seasonal brew. Made with dark, roasted malts that balance notes of chocolate and graham cracker with hints of vanilla and cinnamon, this subtly sweet, full-bodied ale is perfect around the campfire. Or anywhere for that matter. Warm up with a cold one. 20 IBU",30,-
3.78,5.70,https://cdn.beeradvocate.com/im/beers/57920.jpg,Žatec Dark Lager,Žatecký Pivovar,None provided.,60,25506
3.21,6.00,https://cdn.beeradvocate.com/im/beers/7195.jpg,Pietra,Brasserie Pietra,None provided.,75,45639
3.64,5.30,https://cdn.beeradvocate.com/im/beers/40147.jpg,Elevator Dark Horse Lager,Elevator Brewery & Draught Haus,None provided.,50,35370
3.49,4.90,https://cdn.beeradvocate.com/im/beers/86001.jpg,Pils Noir,Susquehanna Brewing Company,"We are pleased to share our innovative black Pilsner, Pils-Noir. Made from Pearl (Winter) barley, malted for us by Munton’s, CaraMalt and Crystal malts, prepared using our unique, husk-free milling process. We then naturally darken the beer using the classic Czech technique of decoction mashing. Hopped with Oregon Willamette, Mt. Hood and Washington hops, and finished with noble Czech Saaz for a fine aroma.",21,41634
3.55,4.50,https://cdn.beeradvocate.com/im/beers/82289.jpg,Praga Dark Lager,První Budějovický Pivovar Samson,Praga Dark are brewed under the supervision of the Brevnov Monastery Brewmasters. The beer is brewed in mid-sized local Czech breweries with the use of the original receipt and best quality Czech ingredients. There is always guarantee of the consistent best quality of our beers.,45,39850
3.72,5.75,https://cdn.beeradvocate.com/im/beers/33357.jpg,Kelso Nut Brown Lager,Greenpoint Beerworks / Kelso of Brooklyn,None provided.,36,30127
3.29,5.40,https://cdn.beeradvocate.com/im/beers/22584.jpg,Alhambra Negra,"Grupo Cervezas Alhambra, SL",None provided.,94,45079
3.77,5.10,https://cdn.beeradvocate.com/im/beers/64327.jpg,Bernard Cerne (Dark),Bernard Family Brewery,None provided.,54,26519
3.51,5.00,https://cdn.beeradvocate.com/im/beers/83646.jpg,El Steinber Dark Lager,Anderson Valley Brewing Company,"Midnight Wheat malt gives this complex lager its dark brown color while additions of roasted Indio-Hispano® blue corn create both a lighter body and unique, toasty flavor. German Pilsner malt and Saaz hops round out this dark lager producing a crisp, clean finish and smooth drinkability that is perfect for any occasion.",45,41204
3.82,7.00,https://cdn.beeradvocate.com/im/beers/86044.jpg,LTD Series - 06,Full Sail Brewing Company,"A new holiday beer for our Limited Edition Lager series. LTD 06 is a black bock that is lush and full bodied with hints of roast, coffee, and chocolate in the aroma followed by flavors of caramel and figs with a long creamy smooth finish. LTD 06 is brewed as a Czech style Cerné Speciální with 2 row Pale, Munich, Caramel, and Chocolate Malts and hopped with Santiam and Perle hops.",65,22207
3.87,8.00,https://cdn.beeradvocate.com/im/beers/37147.jpg,Black Licorice Lager,Short's Brewing Company,"""A high gravity American dark lager aged on anise seed, Madagascar bourbon vanilla beans and fresh chocolate mint leaves.""",129,18067
3.3,6.50,https://cdn.beeradvocate.com/im/beers/27607.jpg,Beerlao Dark,Lao Brewery Co.,Beerlao Dark is an award winning beer brewed with the finest ingredients and roasted malt. A full-bodied tasted experience with a golden brown color.,85,45025
3.11,6.50,https://cdn.beeradvocate.com/im/beers/12362.jpg,Efes Dark,Anadolu Efes Brewery,None provided.,100,46295
3.12,5.00,https://cdn.beeradvocate.com/im/beers/5196.jpg,Brick Waterloo Dark Lager,Brick Brewing Co.,"Looks dark, tastes light. It's Ontario's favourite dark lager. A dark beer that is slowly brewed with Canadian grown malted barley, specialty coloured malts, imported hops and pure cultured brewers yeast.Dark lagers are enjoyed all year long, and they're not as filling as ales. Waterloo Dark will cut some of the heaviness in sauce-based meat dishes. Waterloo Dark is an equally perfect beer to go with appetizers suitable for watching sports games, or used as an actual ingredient when preparing a meal.Experience what this great dark ""light tasting"" lager has to offer and why it has won multiple awards at the World Cup of Beer, Canadian Brewing Awards, Ontario Brewing Awards and the Monde Selection International Institute For Quality Selections.",101,46255
3.68,4.70,https://cdn.beeradvocate.com/im/beers/35967.jpg,Budweiser Budvar Czech Dark Lager,"Budějovický Budvar, n.p.",Exported to US as Czechvar,75,33058
3.44,5.00,https://cdn.beeradvocate.com/im/beers/7102.jpg,San Miguel Dark Lager,San Miguel Brewery Inc.,None provided.,176,43056
2.93,6.00,https://cdn.beeradvocate.com/im/beers/710.jpg,Fischer Tradition Amber,Brasserie Fischer / Fischer Biere d' Alsace,None provided.,267,46992
3.04,4.80,https://cdn.beeradvocate.com/im/beers/698.jpg,St. Pauli Girl Special Dark,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,None provided.,240,46646
3.38,5.60,https://cdn.beeradvocate.com/im/beers/2235.jpg,Baltika #4 Original (Dark),Baltika Breweries,None provided.,287,44200
3.21,5.00,https://cdn.beeradvocate.com/im/beers/1167.jpg,Heineken Dark Lager,Heineken Nederland B.V.,None provided.,263,45845
3.37,5.00,https://cdn.beeradvocate.com/im/beers/1186.jpg,Blackened Voodoo Lager,Dixie Brewing Co.,None provided.,411,44392
3.35,4.90,https://cdn.beeradvocate.com/im/beers/2940.jpg,Leinenkugel's Creamy Dark,Jacob Leinenkugel Brewing Company,None provided.,335,44679
3.14,4.50,https://cdn.beeradvocate.com/im/beers/57285.jpg,Guinness Black Lager,Guinness Ltd.,None provided.,446,46291
3.82,6.00,https://cdn.beeradvocate.com/im/beers/1914.jpg,1554,New Belgium Brewing,"A surprisingly bright taste and a dry, chocolaty finish -- one evocotive of dark brews enjoyed in Belgian taverns 500 years ago. Not a porter, not a stout -- it's 1554.",1415,21947
3.63,5.00,https://cdn.beeradvocate.com/im/beers/45109.jpg,Clawhammer,Highland Brewing,Bavarian-inspired. Asheville-made. This Märzen lager is smooth and well-rounded with toasty malt character.,86,36345
3.82,6.00,https://cdn.beeradvocate.com/im/beers/39118.jpg,Barktoberfest,Thirsty Dog Brewing Company,None provided.,94,22077
3.46,5.70,https://cdn.beeradvocate.com/im/beers/5758.jpg,Oktoberfest Lager Beer,"Lakefront Brewery, Inc.",None provided.,146,42637
3.6,5.50,https://cdn.beeradvocate.com/im/beers/986.jpg,Oktoberfest,Capital Brewery,2014 GABF Gold Medal (German-Style Marzen)The mother of all seasonal beers has a fiery amber hue with rich malty overtones that dominate the flavor.,146,37937
3.64,5.50,https://cdn.beeradvocate.com/im/beers/61577.jpg,Fest Märzen Lager,Narragansett Brewing Co.,"Based on the ""Bavarian"" style beer that Narragansett produced in the '60s and '70s, this elegant Oktoberfest style Marzen is brewed with the highest quality German malts and hops. Weyermann's Munich malt creates a rich bready and toasty base, while the noble Tettnang hops add a crisp, but subtle and dry spiced finish. King Grambrinus would be proud!",145,35761
3.64,5.50,https://cdn.beeradvocate.com/im/beers/1568.jpg,Schell's Oktoberfest,August Schell Brewing Company,"The Oktoberfest or Marzen (March) type of beer was originally brewed in March, and laid down in caves before the summer weather rendered brewing impossible. Stocks would be drawn upon heavily during the summer, and exhausted by October.In Germany, this tradition has come to be associated with one specific style, Oktoberfest Bier. In keeping with true German tradition, August Schell Oktoberfest beer is brewed just once a year. Brewed with the perfect balance of Pale, Munich, and Cara Pils malt with Liberty and Perle hops to create a rich, smooth taste.",177,35774
3.66,5.80,https://cdn.beeradvocate.com/im/beers/20512.jpg,Oktoberfest,Sly Fox Brewing Company,None provided.,197,34519
3.95,6.80,https://cdn.beeradvocate.com/im/beers/6258.jpg,Berkshire Life On Märzen,Berkshire Brewing Company Inc.,Formerly Berkshire Oktoberfest Lager,210,12181
3.51,6.00,https://cdn.beeradvocate.com/im/beers/19765.jpg,OktoberFish,Flying Fish Brewing Company,None provided.,148,41445
3.52,5.50,https://cdn.beeradvocate.com/im/beers/6622.jpg,Oktoberfest,Blue Point Brewing Company,"Originally brewed a couple hundred years ago to celebrate the betrothal of the Crown Prince of Bavaria, we’re helping keep the tradition alive by brewing Oktoberfest every fall for our most royal/loyal followers.",157,41176
3.6,5.00,https://cdn.beeradvocate.com/im/beers/25382.jpg,Oktober Fest,Stoudts Brewing Co.,None provided.,243,37991
3.77,5.70,https://cdn.beeradvocate.com/im/beers/61979.jpg,Oktoberfest,Revolution Brewing,"A classic German-style Oktoberfest beer that goes down smooth with a pleasant, toasty malt flavor. 100% German malts create a supple and flavorful base for this traditional Oktoberfest lager. Our 2015 version is brewed with a hop called Hallertau Gold, grown on only one farm in the whole of Bavaria to deliver a hop profile which is at the same time both classic and unique.",89,26562
3.59,5.50,https://cdn.beeradvocate.com/im/beers/6746.jpg,Oktoberfest,The Schlafly Tap Room,"Our Oktoberfest is a traditional Bavarian Märzen with a toasty malt aroma and slight caramel taste. This rich, amber lager is balanced by the use of German noble hops, while the lager yeast ferments cold and slow, creating a smooth, crisp beer.Märzen, or Oktoberfest, has its origins in Bavaria, most likely before the 16th century. For public safety and brewing quality concerns, the Bavarian Brauordnung was decreed in 1539, stating that beer could only be brewed from September 29th (Saint Michael) to April 23rd (Saint George). Over the summer months, beers were stored, or lagered, in caves and stone cellars. The evolution of Oktoberfest came from the last brews of the year, in March (or Märzen), as these beers would be ready to drink for the Bavarian celebration, “Oktoberfest”.",185,38554
4.05,6.00,https://cdn.beeradvocate.com/im/beers/357839.jpg,Sierra Nevada Oktoberfest - Weihenstephan Collaboration (2018),Sierra Nevada Brewing Co.," Limited (brewed once)We’ve partnered with Bavaria’s Weihenstephan, the world’s oldest brewery, for this American take on the classic German Oktoberfest. A malt backbone is balanced by subtle hop character in this crisp, clean, and drinkable crowd-pleaser. Nothing captures the spirit of celebration like a beer among friends.YEAST Lager yeastBITTERING HOPS SterlingFINISHING HOPS Sterling, Spalter, RecordMALTS Two-row Pale, Steffi, Pilsner, MunichBEGINNING GRAVITY 13.9° platoENDING GRAVITY 2.8° plato",217,-
3.46,5.40,https://cdn.beeradvocate.com/im/beers/1522.jpg,Saranac Our Octoberfest German Style Lager,Matt Brewing Company / Saranac Brewery,None provided.,283,42735
3.77,5.70,,Copper Legend Octoberfest,Jack's Abby Brewing,"Ancient timelines talk of dark days, plagued by hardships and Kingdom demands. When hope was all but lost, a legend emerged. A plumber. With copper pipes and an uncanny wit, he battled fierce foes and saw to the brewery’s opening. Our Octoberfest is malty, smooth and exceedingly drinkable. It is perfect to celebrate and honor today’s legends. We use locally grown wheat from MA, Munich malt and noble hops.",132,26564
3.66,6.60,https://cdn.beeradvocate.com/im/beers/1072.jpg,Oktoberfest,Saint Arnold Brewing Company,"A full bodied, malty, slightly sweet beer celebrating the Autumn harvest. This rich beer has a round malt flavor and an above average alcohol content perfect for a cool fall evening. Malt: Three different blended Munich-style malts Hops: Czech Saaz and Tettnanger.Original Gravity: 1.061 (15.5° Plato)Color: Red-Amber Bitterness: 24 IBU",170,34555
3.76,7.70,https://cdn.beeradvocate.com/im/beers/61554.jpg,Atom Smasher,Two Brothers Brewing Company,"With a tip of our hat to our scientific neighbors we have created the innovative Atom Smasher. A hefty, full bodied lager reminiscent of marzen beers from days gone by.",122,27231
3.86,6.00,https://cdn.beeradvocate.com/im/beers/61555.jpg,Paulaner Oktoberfest Wiesn,Paulaner Brauerei GmbH & Co. KG,This full bodied golden Oktoberfest lager is the only beer served in Paulaner Oktoberfest tents today. It is the pinnacle of German brewing: wonderfully mellow with a balanced harmonious taste. It has a strong note of malt and the pleasant fragrance of hops.,240,18601
3.68,6.00,https://cdn.beeradvocate.com/im/beers/131121.jpg,Dead Ringer,Ballast Point Brewing Company,"Our Dead Ringer Oktoberfest lager is inspired by old-style Märzen brews customarily enjoyed during Bavaria’s world-famous beer festival. Thanks to an abundance of toasted malt and a lower hop bitterness, this dark reddish brown lager is loaded with sweet, caramel toffee flavors and aromas. All the taste and celebration of Oktoberfest packed into one bottle; no lederhosen required.",165,33211
3.64,6.50,https://cdn.beeradvocate.com/im/beers/1785.jpg,Oktoberfest (Märzen Style),Summit Brewing Company,"Brewed in the classic Märzen style with Northern Brewer hops from Germany. Rich, toffee malt flavors up front with a clean hop finish as crisp as the autumn air. Unfortunately, like the fall colors, this seasonal beer is gone before you know it.",291,35875
3.66,5.80,https://cdn.beeradvocate.com/im/beers/3321.jpg,Bob's '47 Oktoberfest,Boulevard Brewing Co.,"Our fall seasonal beer, Bob’s ’47 Oktoberfest is a medium-bodied, dark amber brew with a malty flavor and well-balanced hop character. With this Munich-style lager we salute our friend Bob Werkowitch, Master Brewer and graduate of the U.S. Brewer’s Academy, 1947.",267,34580
3.45,5.90,https://cdn.beeradvocate.com/im/beers/12451.jpg,Warsteiner Premium Oktoberfest,Warsteiner Brauerei,"Celebrate German heritage with this authentic, German Specialty Beer.A truly German import brewed according to the German Purity Law, as are all Warsteiner beers, in limited quantities especially for Oktoberfest celebrations. This special edition has a well-balanced, mild and smooth taste with a uniquely soft, hoppy aftertaste and 5.9% alcohol. So bring a bit of Germany with you to your next Oktoberfest celebration and bring a Warsteiner Oktoberfest Special Edition.",282,43000
3.79,6.00,https://cdn.beeradvocate.com/im/beers/33236.jpg,Munsterfest,3 Floyds Brewing Co.,None provided.,232,24548
3.75,5.00,https://cdn.beeradvocate.com/im/beers/45148.jpg,Oaktoberfest,Firestone Walker Brewing Co.,"Oaktoberfest is a true German Marzen bier brewed with premium imported Pilsner and Vienna malts and is spiced with Bavarian hop from the mother land. Light Amber in color, soft malty profile, full bodied lager beer. Fermented with the famous Bavarian Augustiner Lager yeast from Munich. We utilized German Hallertauer Traditions for both bittering and aroma additions adding a rich, noble hop presence to this beer.",163,27990
3.64,5.70,https://cdn.beeradvocate.com/im/beers/16254.jpg,Gordon Biersch Märzen,Gordon Biersch Brewery Restaurant,"Our most popular beer, Märzen (Maert-zen) is a smooth, mildly sweet, auburn colored lager. This beer originated from Bavaria, where it was brewed in March (Marz in German) and stored in caves to be enjoyed during warmer weather. At the end of September, any remaining kegs of Märzen were consumed during the two week celebration which became famous as Oktoberfest. We hope you'll enjoy it year round.",302,35879
3.39,5.00,https://cdn.beeradvocate.com/im/beers/83.jpg,Beck's Oktoberfest,Brauerei Beck & Co.,None provided.,421,44088
4.02,6.00,https://cdn.beeradvocate.com/im/beers/32620.jpg,SurlyFest,Surly Brewing Company,"Brewed with three different types of Rye and a single variety of American Hops. Malted Rye, Flaked Rye, and Crystal Rye impart a distinctive biscuit flavor to the lush Vienna Malt body, and dry-hopping with Sterling Hops adds bright, floral hop aromas.",383,8170
3.67,5.70,https://cdn.beeradvocate.com/im/beers/1470.jpg,Goose Fest Bier,Goose Island Beer Co.,"Formerly Goose OktoberfestGoose Fest Bier is brimming with notes of toasted malt and freshly baked rye bread. This light-bodied German lager is clean and crisp with a fine noble hop character and mild earthy bitterness that is the hallmark of Hallertau hops. Raise a few steins of Goose Fest Bier this fall and celebrate this time-honored tradition, Prost!",282,33951
3.34,5.45,https://cdn.beeradvocate.com/im/beers/72310.jpg,Yuengling Oktoberfest,Yuengling Brewery,None provided.,198,44800
3.57,5.60,https://cdn.beeradvocate.com/im/beers/19651.jpg,Dogtoberfest,Flying Dog Brewery,"There is sauerkraut in my lederhosen. I repeat: There is sauerkraut in my lederhosen!Malts: Vienna, MunichHops: Perle, HallertauYeast: LagerBrewed with 100% imported German ingredients.",553,39529
3.75,6.20,https://cdn.beeradvocate.com/im/beers/51631.jpg,Hoss Oktoberfest Lager,Great Divide Brewing Company,"HOSS is based on the Märzen lagers of Germany. Rich, layered malt notes, with hints of cherry and dark fruits, dominate, while the unique addition of rye imparts a slightly earthy, spicy character. Hoss finishes crisp and dry, and its brilliant red-orange color is a toast to the sunsets that make the perfect backdrop for this beer.2009 Great American Beer Festival, Bronze Medal, Rye Beer2010 World Beer Cup, Bronze Medal, Rye2010 Australian International Beer Awards, Gold Medal & Overall Champion Lager",470,27994
3.95,6.25,https://cdn.beeradvocate.com/im/beers/6075.jpg,Staghorn Octoberfest,New Glarus Brewing Company,None provided.,349,11992
3.64,5.50,https://cdn.beeradvocate.com/im/beers/32695.jpg,Octoberfest Beer,Bell's Brewery - Eccentric Café & General Store,"Crafted as a flavorful session beer and perfect for autumn, Octoberfest spends a full six weeks fermenting.With herbal hop aromas, this balanced amber lager focuses on lightly toasted malt that lends body without too much sweetness. Perfect for a week-long wedding celebration in Germany or the start of the Michigan autumn.",541,35901
3.36,5.80,https://cdn.beeradvocate.com/im/beers/60642.jpg,Märzen-Style Oktoberfest,Spoetzl Brewery / Shiner,"Just like the world's largest beer festival, our little brewrey has Bavarian roots and a long tradition of honoring tradition. Which is why we made this märzen-style with German-grown Hallertau tradition. If that doesn't make you polka dance for joy, we don't know what will.",325,44546
3.67,5.30,https://cdn.beeradvocate.com/im/beers/313.jpg,Octoberfest Beer,Harpoon Brewery & Beer Hall,"The character and complexity of Harpoon Octoberfest comes from the malt and hops. When looking at a freshly poured Harpoon Octoberfest, you will notice the garnet-red color with a firm, creamy head. The beer’s color is from a blend of Munich, chocolate, and pale malt. The thick head results in part from wheat malt added to the grist. The hop aroma of this beer is not overpowering but it is present. Tettnang hops add a subtle spice nose that blends with the malt character. This beer is full-bodied, smooth, and malty. Willamettehops are used to provide a gentle bitterness and to balance any residual sweetness present from the malt. The finish is soft and malty with a mild bitterness.",504,33983
3.77,6.60,https://cdn.beeradvocate.com/im/beers/32410.jpg,Oktoberfest,Left Hand Brewing Company,"This is no festivus for the restivus, on the contrary, we start brewing in the spring and it takes a full two months to reach lagered perfection. Biscuity, malty goodness dominates upfront while the noble pedigree hops lend a properly spicy, dry finish.",472,26578
3.88,8.00,https://cdn.beeradvocate.com/im/beers/19425.jpg,The Kaiser,Avery Brewing Company,"The Kaiser once said, “Give me a woman who loves beer and I will conquer the world.” If the Kaiser and his significant other had tipped this bottle, we’d all be “sprechenden Deutsch!” We took all that is good in a traditional Oktoberfest – gorgeous, deep copper sheen, massive malty backbone and spicy, floral, pungent Noble hops – then intensified each into this, an Imperial Oktoberfest.",675,16944
3.5,6.30,https://cdn.beeradvocate.com/im/beers/2011.jpg,Hofbräu Oktoberfestbier,Hofbräuhaus München,None provided.,616,41831
3.75,5.80,https://cdn.beeradvocate.com/im/beers/6861.jpg,Weihenstephaner Festbier,Bayerische Staatsbrauerei Weihenstephan,"A full rich bodied, hoppy, seasonal lager. Especially brewed for the Festbier season. This beer truly represents the Bavarian way of celebrating. Deep gold color, great mouth-feel and lots of flavor. Prost!",678,28000
3.19,5.10,https://cdn.beeradvocate.com/im/beers/5757.jpg,Leinenkugel's Oktoberfest,Jacob Leinenkugel Brewing Company,None provided.,519,46002
3.63,5.50,https://cdn.beeradvocate.com/im/beers/570.jpg,Oktoberfest,Brooklyn Brewery,"When Crown Prince Ludwig of Bavaria wanted to celebrate his wedding engagement in 1810, he did what any good Bavarian prince would – he threw a beer festival. Both the festival and the special beer served there became known as Oktoberfest. Brewed from the finest German malt and hops, Brooklyn Oktoberfest is true to the original style, fullbodied and malty, with a bready aroma and light, brisk hop bitterness.",800,36541
